MaNV,TenNV,ChucVu,BoPhan,CCCD,SDT_NV,Email_NV,NgaySinh,GioiTinh
NV001528,Le Van Bao,Tiep vien,Tai chinh,869719024403,086214826500,nv1528@airline.vn,1964-07-18,Khac
NV001529,Tran Duc Dung,Ky thuat,Khai thac bay,318440952867,086227721600,nv1529@airline.vn,1965-09-20,Nam
NV001530,Vu Duc An,Tiep vien,Ky thuat may bay,794536057311,034735997100,nv1530@airline.vn,1982-05-06,Khac
NV001531,Dang Manh,Dieu hanh,Ky thuat may bay,958749012405,098488349100,nv1531@airline.vn,1991-08-03,Nu
NV001532,Nguyen Duc Lan,Tiep vien,Tai chinh,446543669456,034667007000,nv1532@airline.vn,1996-06-22,Khac
NV001533,Vu Van An,Tiep vien,Khai thac bay,198145271893,032794010200,nv1533@airline.vn,1968-03-16,Nam
NV001534,Pham Anh,Dieu hanh,Dieu hanh bay,395953728508,097310902400,nv1534@airline.vn,1966-11-28,Khac
NV001535,Pham Thi Thu,Dieu hanh,Ky thuat may bay,966115031207,098192869900,nv1535@airline.vn,1997-06-27,Khac
NV001536,Nguyen Thi Cuong,Tiep vien,Khai thac bay,889332922700,096242662800,nv1536@airline.vn,1986-11-12,Nam
NV001537,Dang Van Dung,Tiep vien,Dieu hanh bay,863660338666,098535572800,nv1537@airline.vn,1961-04-09,Nu
NV001538,Dang Thi Nam,Ky thuat,Dieu hanh bay,113030613599,097804596800,nv1538@airline.vn,1971-08-19,Nu
NV001539,Bui Van Phu,Tiep vien,Phuc vu mat dat,380699303300,034749610300,nv1539@airline.vn,1987-10-11,Nu
NV001540,Le Chi,Tiep vien,Dieu hanh bay,620251238039,034382790100,nv1540@airline.vn,1992-01-01,Nam
NV001541,Vu Chi,Tiep vien,Ky thuat may bay,608120542552,096577422800,nv1541@airline.vn,1980-10-06,Nam
NV001542,Huynh Dung,Tiep vien,An toan bay,564553567753,034962998200,nv1542@airline.vn,1998-08-23,Nam
NV001543,Nguyen Van Binh,Ky thuat,Khai thac bay,711883045410,032310470000,nv1543@airline.vn,1978-11-21,Nu
NV001544,Vo Van Thu,Tiep vien,Khai thac bay,400031103339,098606228200,nv1544@airline.vn,1995-05-03,Nu
NV001545,Le Duc Manh,Tiep vien,Phuc vu mat dat,997162827300,096438888300,nv1545@airline.vn,1973-08-06,Khac
NV001546,Huynh Thu,Dieu hanh,An toan bay,822090063933,033180996700,nv1546@airline.vn,1968-07-11,Khac
NV001547,Hoang Viet,Phi cong,Khai thac bay,668403064449,096317927000,nv1547@airline.vn,1964-09-28,Khac
NV001548,Nguyen Duc Anh,Phi cong,Tai chinh,104020126773,086302704300,nv1548@airline.vn,1967-07-04,Nam
NV001549,Hoang Duc Thu,Tiep vien,Dieu hanh bay,816025010155,032272924600,nv1549@airline.vn,1997-09-08,Nam
NV001550,Bui Duc Viet,Tiep vien,Phuc vu mat dat,944955163071,034921198900,nv1550@airline.vn,1973-12-27,Nu
NV001551,Le Manh,Ky thuat,Ky thuat may bay,841137700549,098931440200,nv1551@airline.vn,1989-01-02,Khac
NV001552,Dang Van Bao,Tiep vien,Ky thuat may bay,290019018790,034259059400,nv1552@airline.vn,1970-02-25,Nam
NV001553,Dang Thi Khanh,Ky thuat,Dieu hanh bay,166939453037,096786355100,nv1553@airline.vn,1985-07-24,Nam
NV001554,Le Bao,Tiep vien,Tai chinh,326961480464,096460723100,nv1554@airline.vn,1996-11-12,Khac
NV001555,Tran Duc Uyen,Ky thuat,Tai chinh,248303530828,032101952600,nv1555@airline.vn,1960-04-22,Khac
NV001556,Nguyen Van Cuong,Ky thuat,Khai thac bay,369770085364,086972729100,nv1556@airline.vn,1963-09-21,Khac
NV001557,Vu Thi Cuong,Tiep vien,Khai thac bay,978315273611,098158926400,nv1557@airline.vn,1996-09-08,Nu
NV001558,Dang Thi Nam,Ky thuat,Dieu hanh bay,433815751803,096838630400,nv1558@airline.vn,1986-11-06,Khac
NV001559,Huynh Binh,Tiep vien,Tai chinh,395766403037,098670951800,nv1559@airline.vn,1985-06-15,Nam
NV001560,Vu Yen,Tiep vien,Tai chinh,195675450278,098955354800,nv1560@airline.vn,1970-09-04,Khac
NV001561,Bui Nam,Ky thuat,An toan bay,101503345838,098167709700,nv1561@airline.vn,1972-05-11,Nam
NV001562,Le Thi Binh,Ky thuat,Phuc vu mat dat,771720867402,033197891000,nv1562@airline.vn,1973-03-28,Khac
NV001563,Hoang Thi Son,Tiep vien,Dieu hanh bay,362949410802,032155377400,nv1563@airline.vn,1989-05-25,Nam
NV001564,Vu Duc Manh,Phi cong,Dieu hanh bay,475873807159,033349117300,nv1564@airline.vn,1977-08-13,Khac
NV001565,Huynh Thi Dung,Tiep vien,Tai chinh,321439837926,086141478600,nv1565@airline.vn,1963-12-26,Nu
NV001566,Pham Thu,Dieu hanh,Phuc vu mat dat,246862638027,086828928900,nv1566@airline.vn,1974-04-09,Nam
NV001567,Le Duc Bao,Ky thuat,Phuc vu mat dat,674541117203,033880732800,nv1567@airline.vn,1968-04-16,Nam
NV001568,Le Thi Phu,Phi cong,Khai thac bay,990059291034,033891104600,nv1568@airline.vn,1963-01-18,Nu
NV001569,Le Duc Lan,Phi cong,Phuc vu mat dat,592817705591,032548115700,nv1569@airline.vn,1972-04-08,Nam
NV001570,Tran Thi Bao,Dieu hanh,Ky thuat may bay,539663494206,097238394400,nv1570@airline.vn,1968-06-21,Khac
NV001571,Dang Duc An,Ky thuat,Phuc vu mat dat,209263487680,096978731500,nv1571@airline.vn,1983-11-22,Nam
NV001572,Vo Uyen,Dieu hanh,Khai thac bay,789997440349,086596257200,nv1572@airline.vn,1983-12-12,Nu
NV001573,Hoang Van Hung,Tiep vien,Dieu hanh bay,867363286015,096473222300,nv1573@airline.vn,1989-10-22,Nam
NV001574,Vu Van Oanh,Tiep vien,Phuc vu mat dat,261977340591,097855481700,nv1574@airline.vn,1972-11-20,Khac
NV001575,Dang Duc Anh,Dieu hanh,Phuc vu mat dat,895698843777,033982771800,nv1575@airline.vn,1995-04-21,Nam
NV001576,Pham Dat,Dieu hanh,An toan bay,846964777591,097968861100,nv1576@airline.vn,1973-11-07,Nam
NV001577,Huynh Thi An,Tiep vien,Khai thac bay,660896370234,034805659600,nv1577@airline.vn,1982-06-25,Nam
NV001578,Nguyen Duc Hung,Phi cong,Dieu hanh bay,578613597152,097979139700,nv1578@airline.vn,1985-11-22,Nam
NV001579,Vu Thi Viet,Tiep vien,Dieu hanh bay,617189443919,032599697500,nv1579@airline.vn,1996-10-22,Khac
NV001580,Pham Duc Hung,Dieu hanh,Khai thac bay,906983885671,032487739800,nv1580@airline.vn,1993-06-06,Nu
NV001581,Le Yen,Tiep vien,Phuc vu mat dat,456925368864,034771828500,nv1581@airline.vn,1975-11-15,Nu
NV001582,Pham Cuong,Tiep vien,An toan bay,381765820869,096665084900,nv1582@airline.vn,1998-05-01,Nam
NV001583,Dang Duc Cuong,Tiep vien,Tai chinh,556494879538,034830613700,nv1583@airline.vn,1983-04-03,Khac
NV001584,Nguyen Anh,Tiep vien,Khai thac bay,263438861717,097252739400,nv1584@airline.vn,1961-11-05,Khac
NV001585,Pham Thu,Tiep vien,Tai chinh,482972547876,097755186400,nv1585@airline.vn,1989-04-24,Nam
NV001586,Le Duc Lan,Dieu hanh,Dieu hanh bay,719625919735,033209575100,nv1586@airline.vn,1987-11-13,Nam
NV001587,Tran Van Cuong,Phi cong,An toan bay,430757048615,096971404000,nv1587@airline.vn,1987-07-24,Nam
NV001588,Vo Thi Lan,Ky thuat,Ky thuat may bay,592870925422,098431689300,nv1588@airline.vn,1990-09-12,Nu
NV001589,Hoang Chi,Ky thuat,Khai thac bay,996732873027,096138938000,nv1589@airline.vn,1998-04-16,Nam
NV001590,Vu Duc Oanh,Dieu hanh,Khai thac bay,413594799316,034923496900,nv1590@airline.vn,1975-12-09,Khac
NV001591,Vu Duc Cuong,Tiep vien,Dieu hanh bay,335333177019,097492266800,nv1591@airline.vn,1994-08-25,Nam
NV001592,Huynh Van Hung,Tiep vien,Dieu hanh bay,479832919657,032421086500,nv1592@airline.vn,1988-09-26,Nu
NV001593,Vo Van Viet,Dieu hanh,An toan bay,928595240125,096942982700,nv1593@airline.vn,1975-08-09,Nam
NV001594,Hoang Van Son,Dieu hanh,Dieu hanh bay,450074672113,096459572300,nv1594@airline.vn,1992-01-13,Nam
NV001595,Huynh Thi Binh,Tiep vien,Khai thac bay,811120520190,096754201500,nv1595@airline.vn,1977-07-26,Nam
NV001596,Hoang Duc Manh,Tiep vien,Ky thuat may bay,680899202930,086653608900,nv1596@airline.vn,1971-02-06,Nam
NV001597,Huynh Van Thu,Tiep vien,An toan bay,170660258278,032974282500,nv1597@airline.vn,1994-01-07,Nu
NV001598,Hoang Duc Uyen,Ky thuat,Dieu hanh bay,745532102576,098198311500,nv1598@airline.vn,1973-08-13,Nu
NV001599,Vo Nam,Ky thuat,Tai chinh,743875753509,032237436500,nv1599@airline.vn,1987-02-06,Nam
NV001600,Tran Van Phu,Tiep vien,Tai chinh,995820883486,097779578600,nv1600@airline.vn,1980-06-18,Khac
NV001601,Dang Van Chi,Phi cong,Ky thuat may bay,444124046349,096471801300,nv1601@airline.vn,1973-04-12,Nam
NV001602,Dang Uyen,Phi cong,Khai thac bay,348313201230,096626461200,nv1602@airline.vn,1980-12-01,Nam
NV001603,Le Duc Cuong,Ky thuat,Phuc vu mat dat,670327927452,032277717700,nv1603@airline.vn,1961-02-06,Nu
NV001604,Huynh Van Viet,Dieu hanh,Khai thac bay,511935556005,096191937400,nv1604@airline.vn,1984-12-21,Nam
NV001605,Bui Van Oanh,Tiep vien,Dieu hanh bay,961679842322,097726926300,nv1605@airline.vn,1962-06-11,Nam
NV001606,Bui Thi Dung,Dieu hanh,Dieu hanh bay,583322354059,032941656400,nv1606@airline.vn,1987-11-16,Nam
NV001607,Vo Van An,Tiep vien,An toan bay,262985077807,096442267700,nv1607@airline.vn,1970-09-23,Nu
NV001608,Nguyen Van Yen,Dieu hanh,Dieu hanh bay,267863339398,096469104100,nv1608@airline.vn,1973-03-03,Nam
NV001609,Hoang Duc Cuong,Tiep vien,Phuc vu mat dat,718656071181,098544909000,nv1609@airline.vn,1962-11-02,Nam
NV001610,Vo Chi,Ky thuat,Ky thuat may bay,712127974477,034746521500,nv1610@airline.vn,1969-12-15,Nu
NV001611,Dang An,Ky thuat,Khai thac bay,856207561488,033795438900,nv1611@airline.vn,1968-12-02,Nam
NV001612,Nguyen Duc Thu,Phi cong,Dieu hanh bay,638236715425,097256535400,nv1612@airline.vn,1970-02-04,Khac
NV001613,Nguyen Van Chi,Phi cong,Tai chinh,244868666269,098485913400,nv1613@airline.vn,1998-04-07,Nam
NV001614,Le Duc Phu,Dieu hanh,Tai chinh,943995297882,086327596400,nv1614@airline.vn,1963-07-26,Nam
NV001615,Pham Duc Dung,Tiep vien,An toan bay,711734231247,097947073600,nv1615@airline.vn,1998-02-28,Nam
NV001616,Bui Van Thu,Dieu hanh,Dieu hanh bay,704989857613,032583531500,nv1616@airline.vn,1982-01-12,Nam
NV001617,Tran Thi Chi,Phi cong,Phuc vu mat dat,567260687059,032970513900,nv1617@airline.vn,1967-07-26,Nu
NV001618,Tran Van Bao,Tiep vien,Ky thuat may bay,975087351208,098782949700,nv1618@airline.vn,1962-09-23,Nam
NV001619,Bui Van Yen,Tiep vien,Khai thac bay,953858578162,096496086200,nv1619@airline.vn,1977-07-19,Nu
NV001620,Hoang Duc Nam,Phi cong,Dieu hanh bay,748589689474,097657703500,nv1620@airline.vn,1992-01-14,Nam
NV001621,Vo Duc Nam,Ky thuat,Dieu hanh bay,712437086359,033684496700,nv1621@airline.vn,1996-11-02,Khac
NV001622,Hoang Duc Hung,Phi cong,Ky thuat may bay,830758943513,096126971300,nv1622@airline.vn,1978-10-12,Khac
NV001623,Vo Thi Uyen,Tiep vien,Phuc vu mat dat,936120537533,097995322800,nv1623@airline.vn,1978-08-13,Khac
NV001624,Bui Duc Chi,Tiep vien,Khai thac bay,529907870574,098579310000,nv1624@airline.vn,1991-03-17,Khac
NV001625,Tran Duc Yen,Ky thuat,An toan bay,741325241548,032326074100,nv1625@airline.vn,1984-03-20,Khac
NV001626,Vu Van Chi,Ky thuat,Dieu hanh bay,942402453839,097769440200,nv1626@airline.vn,1987-01-25,Nam
NV001627,Hoang Thi Dat,Tiep vien,Dieu hanh bay,705058367954,096793006800,nv1627@airline.vn,1990-11-02,Nam
NV001628,Vu Son,Tiep vien,Dieu hanh bay,640075007085,098595519000,nv1628@airline.vn,1962-03-03,Nu
NV001629,Vo Thi Hung,Phi cong,Tai chinh,262941659959,034348234200,nv1629@airline.vn,1977-03-07,Nu
NV001630,Le Phu,Phi cong,Khai thac bay,454424991471,097976576800,nv1630@airline.vn,1979-10-13,Nam
NV001631,Vo Van Khanh,Tiep vien,Khai thac bay,947566609347,033113849000,nv1631@airline.vn,1983-12-08,Nu
NV001632,Pham Thi Chi,Phi cong,An toan bay,509190962176,086127947900,nv1632@airline.vn,1981-10-27,Nam
NV001633,Hoang Thi Hung,Tiep vien,Phuc vu mat dat,889095449436,097307332000,nv1633@airline.vn,1960-10-03,Nam
NV001634,Bui Duc Nam,Tiep vien,Tai chinh,968051557488,098565003500,nv1634@airline.vn,1964-05-28,Nam
NV001635,Dang Thi Yen,Tiep vien,Tai chinh,980068579289,098430233400,nv1635@airline.vn,1989-08-19,Nam
NV001636,Hoang Thi Binh,Phi cong,Khai thac bay,261194003896,033255574300,nv1636@airline.vn,1973-08-20,Nam
NV001637,Dang Van Dung,Phi cong,Tai chinh,523341449104,033621322200,nv1637@airline.vn,1970-07-12,Khac
NV001638,Dang Dat,Tiep vien,Tai chinh,496565050991,096894353100,nv1638@airline.vn,1988-05-25,Nu
NV001639,Le Thi Uyen,Tiep vien,An toan bay,256908841091,033928778300,nv1639@airline.vn,1969-06-10,Nu
NV001640,Le Duc Hung,Tiep vien,Ky thuat may bay,173515903392,086983130200,nv1640@airline.vn,1995-03-18,Nam
NV001641,Huynh Thi Binh,Tiep vien,Ky thuat may bay,350678014083,096984607800,nv1641@airline.vn,1971-09-16,Nam
NV001642,Nguyen Nam,Ky thuat,Dieu hanh bay,518480774902,086174257200,nv1642@airline.vn,1994-03-18,Khac
NV001643,Hoang Phu,Phi cong,Tai chinh,244590617259,032892955000,nv1643@airline.vn,1980-04-03,Nam
NV001644,Vu Duc Bao,Dieu hanh,Phuc vu mat dat,508463084835,098328613200,nv1644@airline.vn,1985-03-04,Nam
NV001645,Vo Van Oanh,Tiep vien,Ky thuat may bay,100944324717,097304314900,nv1645@airline.vn,1960-07-03,Nu
NV001646,Hoang Thi Son,Dieu hanh,An toan bay,487860848957,097874035000,nv1646@airline.vn,1979-05-07,Nam
NV001647,Tran Dat,Phi cong,Khai thac bay,350664704977,033507751600,nv1647@airline.vn,1977-10-15,Nam
NV001648,Bui Uyen,Phi cong,Khai thac bay,924741741628,032445647200,nv1648@airline.vn,1979-04-10,Nu
NV001649,Bui Dat,Tiep vien,Tai chinh,695761095497,097697176300,nv1649@airline.vn,1995-12-14,Nam
NV001650,Dang Van Anh,Ky thuat,An toan bay,157567469197,097319502600,nv1650@airline.vn,1967-06-19,Nam
NV001651,Vo Duc Dat,Tiep vien,Dieu hanh bay,344462287348,096314016100,nv1651@airline.vn,1991-05-19,Nam
NV001652,Pham Van Lan,Tiep vien,Phuc vu mat dat,349907897912,098639375700,nv1652@airline.vn,1976-09-02,Khac
NV001653,Nguyen Oanh,Tiep vien,Tai chinh,904499759280,097981408500,nv1653@airline.vn,1973-07-18,Khac
NV001654,Hoang Viet,Ky thuat,Ky thuat may bay,602538565594,032471078500,nv1654@airline.vn,1985-07-14,Nu
NV001655,Vu Van An,Ky thuat,Dieu hanh bay,890112298563,033371881800,nv1655@airline.vn,1995-03-04,Nam
NV001656,Dang Van Hung,Dieu hanh,Phuc vu mat dat,557428814498,098376879400,nv1656@airline.vn,1990-09-26,Nu
NV001657,Vo Hung,Tiep vien,Tai chinh,339618132712,096445594600,nv1657@airline.vn,1972-01-10,Nu
NV001658,Bui Thi Uyen,Phi cong,Dieu hanh bay,823276300910,086154461400,nv1658@airline.vn,1977-09-12,Nam
NV001659,Tran Thi Khanh,Tiep vien,Tai chinh,391689035346,033670512100,nv1659@airline.vn,1993-12-09,Nam
NV001660,Tran Duc Anh,Ky thuat,Ky thuat may bay,267924966318,034404197000,nv1660@airline.vn,1967-01-28,Khac
NV001661,Pham Van Viet,Ky thuat,Tai chinh,435088955039,096478367700,nv1661@airline.vn,1984-05-21,Nam
NV001662,Tran Duc Uyen,Dieu hanh,Ky thuat may bay,499112912601,097724569400,nv1662@airline.vn,1996-05-06,Nam
NV001663,Bui Manh,Dieu hanh,Phuc vu mat dat,215626515731,033788055700,nv1663@airline.vn,1972-12-13,Nu
NV001664,Bui Thi Yen,Ky thuat,Dieu hanh bay,570132342841,096926061200,nv1664@airline.vn,1990-08-12,Nam
NV001665,Huynh Bao,Phi cong,Phuc vu mat dat,953983161402,034249818500,nv1665@airline.vn,1991-05-20,Nam
NV001666,Bui Thi Son,Dieu hanh,Khai thac bay,705418302734,097599592100,nv1666@airline.vn,1971-07-26,Khac
NV001667,Le Thi Lan,Dieu hanh,An toan bay,843085116922,098922097800,nv1667@airline.vn,1985-02-12,Nam
NV001668,Nguyen Van Dung,Phi cong,Phuc vu mat dat,218583143231,034616651400,nv1668@airline.vn,1993-01-10,Nu
NV001669,Le Lan,Tiep vien,Dieu hanh bay,274455019973,098225134100,nv1669@airline.vn,1976-10-20,Nam
NV001670,Tran An,Phi cong,Dieu hanh bay,875070954814,096131118600,nv1670@airline.vn,1979-11-26,Nam
NV001671,Huynh Thi Yen,Dieu hanh,Tai chinh,129730354283,086862003300,nv1671@airline.vn,1996-07-15,Nam
NV001672,Vu Thi Viet,Phi cong,An toan bay,532398342989,032175588900,nv1672@airline.vn,1971-04-15,Nam
NV001673,Vu Thi Oanh,Tiep vien,Khai thac bay,659908401142,098749200900,nv1673@airline.vn,1996-10-15,Nam
NV001674,Hoang Son,Phi cong,Tai chinh,928259747640,097710751100,nv1674@airline.vn,1983-11-15,Nam
NV001675,Le Yen,Phi cong,Khai thac bay,847820943101,034617165100,nv1675@airline.vn,1966-08-22,Khac
NV001676,Pham Khanh,Phi cong,An toan bay,660166859860,034781659800,nv1676@airline.vn,1992-09-23,Khac
NV001677,Tran Duc Binh,Dieu hanh,Dieu hanh bay,651245174976,086903375900,nv1677@airline.vn,1997-05-27,Nam
NV001678,Pham Duc Uyen,Tiep vien,Dieu hanh bay,284902896266,086436827000,nv1678@airline.vn,1969-08-13,Khac
NV001679,Vu Son,Tiep vien,Tai chinh,668373546846,086749690900,nv1679@airline.vn,1984-10-09,Nu
NV001680,Vo Duc Chi,Tiep vien,Tai chinh,910929118057,033561501300,nv1680@airline.vn,1988-05-28,Nu
NV001681,Nguyen Duc Hung,Phi cong,Ky thuat may bay,586367841265,086384630600,nv1681@airline.vn,1998-11-01,Nu
NV001682,Dang Dat,Tiep vien,Phuc vu mat dat,785655806546,034658288900,nv1682@airline.vn,1961-04-15,Nu
NV001683,Hoang Van Bao,Ky thuat,An toan bay,508053209360,033992708500,nv1683@airline.vn,1973-04-24,Nu
NV001684,Vu Thi Cuong,Tiep vien,Tai chinh,231456762275,033782969800,nv1684@airline.vn,1998-07-10,Nam
NV001685,Hoang An,Tiep vien,Dieu hanh bay,161027327345,098561099000,nv1685@airline.vn,1965-06-01,Khac
NV001686,Pham Duc Khanh,Phi cong,Ky thuat may bay,147688567080,098336814300,nv1686@airline.vn,1986-06-17,Nam
NV001687,Dang Viet,Tiep vien,Phuc vu mat dat,421653762919,086883964200,nv1687@airline.vn,1977-11-14,Nu
NV001688,Vu Van Uyen,Tiep vien,Phuc vu mat dat,250116165156,086429783000,nv1688@airline.vn,1996-10-16,Nu
NV001689,Tran Thi Phu,Phi cong,Tai chinh,937325036213,096575931200,nv1689@airline.vn,1964-01-03,Nam
NV001690,Le Yen,Phi cong,Dieu hanh bay,687569539287,032650121400,nv1690@airline.vn,1967-07-10,Nu
NV001691,Bui Viet,Dieu hanh,Tai chinh,321059100532,096429357300,nv1691@airline.vn,1975-01-14,Nam
NV001692,Hoang Thi Nam,Tiep vien,Dieu hanh bay,820962706562,034552299700,nv1692@airline.vn,1990-09-19,Nam
NV001693,Huynh Duc An,Tiep vien,Dieu hanh bay,301999631952,098884070000,nv1693@airline.vn,1961-12-13,Khac
NV001694,Huynh Uyen,Phi cong,Dieu hanh bay,796150617884,098300907300,nv1694@airline.vn,1970-10-06,Nam
NV001695,Vu Thi Dung,Dieu hanh,Khai thac bay,306705505939,086874638800,nv1695@airline.vn,1976-06-20,Nu
NV001696,Tran Thi Lan,Ky thuat,Dieu hanh bay,653772356022,086115068500,nv1696@airline.vn,1981-12-17,Nam
NV001697,Vo Van Cuong,Phi cong,Tai chinh,928081052930,086709625600,nv1697@airline.vn,1967-01-27,Khac
NV001698,Hoang Binh,Phi cong,Dieu hanh bay,325604797859,098605649700,nv1698@airline.vn,1988-09-24,Nu
NV001699,Dang Van Lan,Tiep vien,Ky thuat may bay,485553931545,086457466600,nv1699@airline.vn,1987-06-22,Nu
NV001700,Nguyen Duc Oanh,Dieu hanh,Phuc vu mat dat,303921649290,096196898000,nv1700@airline.vn,1960-04-04,Khac
NV001701,Dang Thi Anh,Ky thuat,Ky thuat may bay,912804111711,032818102800,nv1701@airline.vn,1991-12-17,Nu
NV001702,Bui Duc Anh,Tiep vien,Ky thuat may bay,146766857284,096629238500,nv1702@airline.vn,1997-04-01,Nam
NV001703,Le Binh,Tiep vien,Dieu hanh bay,268973797213,086190739600,nv1703@airline.vn,1967-12-12,Nam
NV001704,Pham Thi Binh,Dieu hanh,An toan bay,785727591354,086739375300,nv1704@airline.vn,1972-04-01,Nam
NV001705,Pham Son,Tiep vien,Ky thuat may bay,104162051514,033149243800,nv1705@airline.vn,1988-10-21,Nam
NV001706,Huynh Van Nam,Tiep vien,Tai chinh,329621455184,033143211400,nv1706@airline.vn,1967-03-28,Nu
NV001707,Pham Duc Chi,Phi cong,Khai thac bay,238693969625,033231510000,nv1707@airline.vn,1994-03-23,Nam
NV001708,Vu Thi Anh,Phi cong,Ky thuat may bay,959527950202,097154580700,nv1708@airline.vn,1996-04-02,Nu
NV001709,Hoang Duc Anh,Ky thuat,Phuc vu mat dat,670866526722,034844010800,nv1709@airline.vn,1991-10-15,Nam
NV001710,Bui Thi Anh,Tiep vien,Tai chinh,801494896210,097649315100,nv1710@airline.vn,1975-09-27,Nam
NV001711,Huynh Thi Chi,Ky thuat,Phuc vu mat dat,846721136585,033964395400,nv1711@airline.vn,1968-07-09,Nam
NV001712,Bui Van Son,Dieu hanh,Ky thuat may bay,500988181930,097883559600,nv1712@airline.vn,1986-09-26,Nam
NV001713,Huynh Van Phu,Tiep vien,Khai thac bay,666664499897,032810048500,nv1713@airline.vn,1981-05-09,Khac
NV001714,Vu Duc Dung,Phi cong,Tai chinh,425396201458,096572655900,nv1714@airline.vn,1997-12-04,Nu
NV001715,Nguyen Thi Anh,Tiep vien,Ky thuat may bay,883433052533,034168905800,nv1715@airline.vn,1975-06-01,Khac
NV001716,Vu Duc Dat,Tiep vien,Ky thuat may bay,867086890200,098452875300,nv1716@airline.vn,1983-06-17,Nam
NV001717,Nguyen Thi Anh,Tiep vien,Dieu hanh bay,952287465985,034603358500,nv1717@airline.vn,1988-08-21,Khac
NV001718,Vo Duc Nam,Dieu hanh,Phuc vu mat dat,410826513930,097297085200,nv1718@airline.vn,1968-04-17,Khac
NV001719,Le Thi Oanh,Ky thuat,An toan bay,776328230238,032128566300,nv1719@airline.vn,1991-01-23,Nu
NV001720,Huynh Duc Son,Dieu hanh,Ky thuat may bay,858358899235,097798023900,nv1720@airline.vn,1989-05-24,Nam
NV001721,Vu Thi Uyen,Tiep vien,Tai chinh,476082969509,098807618500,nv1721@airline.vn,1991-02-05,Nu
NV001722,Huynh Thi Cuong,Tiep vien,Khai thac bay,288678468306,098855651000,nv1722@airline.vn,1987-08-09,Nam
NV001723,Vu Van Oanh,Tiep vien,Phuc vu mat dat,261021841808,097909795000,nv1723@airline.vn,1985-06-07,Nam
NV001724,Hoang Van Son,Tiep vien,Ky thuat may bay,645904168700,097182921900,nv1724@airline.vn,1963-06-10,Nu
NV001725,Huynh Thi Bao,Tiep vien,Ky thuat may bay,784427289728,034709903000,nv1725@airline.vn,1987-03-04,Khac
NV001726,Dang Thi Lan,Tiep vien,Tai chinh,870876425629,098795604000,nv1726@airline.vn,1986-09-02,Nu
NV001727,Nguyen Van Oanh,Phi cong,An toan bay,935016268149,097185253600,nv1727@airline.vn,1978-04-03,Khac
NV001728,Tran Duc Son,Ky thuat,An toan bay,943192532201,033256849700,nv1728@airline.vn,1997-08-19,Nam
NV001729,Pham Thu,Phi cong,An toan bay,834733901210,097805035600,nv1729@airline.vn,1962-09-19,Nu
NV001730,Nguyen Van Chi,Tiep vien,Ky thuat may bay,940911884300,096430349300,nv1730@airline.vn,1998-02-03,Nam
NV001731,Huynh Thi Lan,Phi cong,Phuc vu mat dat,410980960644,032155328400,nv1731@airline.vn,1972-11-22,Nam
NV001732,Pham Cuong,Tiep vien,Dieu hanh bay,145472689287,033104091800,nv1732@airline.vn,1975-09-18,Khac
NV001733,Dang Van Khanh,Dieu hanh,An toan bay,334569373689,096598542000,nv1733@airline.vn,1978-08-17,Nam
NV001734,Vu Viet,Ky thuat,Phuc vu mat dat,984090342659,033113257500,nv1734@airline.vn,1994-04-10,Nam
NV001735,Le Thi Oanh,Ky thuat,Dieu hanh bay,629535546036,034349811500,nv1735@airline.vn,1986-05-09,Nam
NV001736,Hoang Thi Viet,Tiep vien,Dieu hanh bay,548541018106,033842128900,nv1736@airline.vn,1998-11-11,Nam
NV001737,Dang Yen,Tiep vien,Ky thuat may bay,725387541947,033621939300,nv1737@airline.vn,1984-09-15,Nam
NV001738,Hoang Nam,Dieu hanh,Phuc vu mat dat,976099274837,096661968600,nv1738@airline.vn,1975-02-26,Nu
NV001739,Huynh Uyen,Tiep vien,Tai chinh,315367581978,096568333800,nv1739@airline.vn,1960-03-21,Khac
NV001740,Bui An,Tiep vien,An toan bay,526870790713,086971342600,nv1740@airline.vn,1964-02-22,Nam
NV001741,Le Thi Cuong,Tiep vien,Tai chinh,816280762478,097328845200,nv1741@airline.vn,1977-07-18,Khac
NV001742,Le Van Khanh,Tiep vien,Dieu hanh bay,350000549050,086552718700,nv1742@airline.vn,1963-07-22,Nam
NV001743,Pham Anh,Ky thuat,Ky thuat may bay,675479913598,034931768000,nv1743@airline.vn,1992-04-02,Nu
NV001744,Huynh Phu,Tiep vien,Tai chinh,597252233916,097770072700,nv1744@airline.vn,1983-08-17,Khac
NV001745,Dang Van An,Tiep vien,Ky thuat may bay,244889693827,086903590900,nv1745@airline.vn,1987-05-21,Nu
NV001746,Bui Thi Nam,Ky thuat,Phuc vu mat dat,611812392699,032716806000,nv1746@airline.vn,1986-02-09,Khac
NV001747,Huynh Duc Lan,Tiep vien,Phuc vu mat dat,164606233658,034353211000,nv1747@airline.vn,1965-11-17,Khac
NV001748,Vo Nam,Phi cong,Ky thuat may bay,152129255208,033646596800,nv1748@airline.vn,1965-11-19,Nam
NV001749,Bui Duc Anh,Phi cong,Ky thuat may bay,509777881547,097269922500,nv1749@airline.vn,1975-04-11,Nu
NV001750,Nguyen Van Bao,Tiep vien,Phuc vu mat dat,305782367591,098411728900,nv1750@airline.vn,1996-09-28,Khac
NV001751,Vu Thi Uyen,Tiep vien,Dieu hanh bay,751424639899,097179893800,nv1751@airline.vn,1977-03-07,Nam
